Not in Core,Source,List,Name,Flavor,Category,Frequency,Tier,Tags,Action,Range,Range Details,Requirement,Trigger,Attack,Defense,Hit,Miss,Effect,Special,Boost,Key Ability,Secondary Ability,Tradition,Sources,Details,Maintain Action,Maintain Text
,Discipline,Elemental Flux,Eldritch Consumption,You have such an intimate understanding of the underlying nature of magic that you can capture its essence and feast on it to rejuvenate yourself.,Utility,Encounter,16,"Arcane, Flux",Counter,Self,,,You take damage from an energy source.,,,,,Spend a recovery to heal your recovery value + your Constitution modifier. You may change your flux energy if you like.,,,,,,,,,
,Discipline,Elemental Flux,Chaotic Blow,,Attack,Encounter,17,"Arcane, Flux, Weapon",Standard,Melee or Ranged,"weapon, one target",,,Intelligence,AC,3dW + Intelligence modifier [flux] damage.,,,,,,,,,,,
,Discipline,Elemental Flux,Elemental Drive,"You charge your weapon with kinetic and elemental energy, driving them back with a wave of elemental power.",Attack,Daily,19,"Arcane, Flux, Weapon",Free,Self,,,You make an attack after a charge.,,,,,"Whether or not you hit, you do an additional 3dW + Intelligence modifier [flux] damage and push them squares equal to your Constitution modifier.",,,,,,,,,
,Discipline,Elemental Flux,Redirecting Flux,You can read and alter the flow of magical energy.,Utility,Encounter,22,"Arcane, Flux",Counter,Near,"burst 10, one power",,A creature uses a near or far power that targets you and/or an ally.,,,,,"Choose a creature within the area of effect. That creature is no longer a target of the attack. Choose an enemy within near burst 10 that is not already a target of the attack. That creature becomes a target of the attack, even if they are not within the area of effect. ",,,,,,,,,
,Discipline,Elemental Flux,Elemental Absorption,You learn to suffuse your being with an element to such a degree that its presence heals you instead of harming you.,Utility,Daily,22,"Arcane, Flux",Counter,Self,,,You are about to take energy damage.,,,,,"Set your flux energy to the energy of your choice. Until the end of the encounter, you are immune to [flux] damage, and heal your level + your Constitution modifier each time you are subject to [flux] damage.",,,,,,,,,
,Discipline,Elemental Flux,Nexus of Elemental Retribution,"You can absorb and redirect the flow of elemental power, syphoning away energies that would harm you and making them your own. ",Utility,Daily,22,"Arcane, Flux, Stance",Swift,Self,,,,,,"You gain resistance 15 to acid, cold, fire, lightning and thunder. Each time you are the target of an attack that does acid, cold, fire, lightning or thunder damage, you can make a basic melee or ranged attack that does additional [flux] damage equal to your Constitution modifier. ",,,,,,,,,,,
,Discipline,Elemental Flux,Enter the Vortex,"Riding on the currents of elemental energy, you gain the benefit of a new form of movement. ",Attack,Encounter,23,"Arcane, Flux, Weapon",Standard,Melee or Ranged,"weapon, one target",,,Intelligence,AC,4dW + Intelligence modifier [flux] damage,,"You get a benefit until the end of the encounter based on your [flux]:
● Acid: You get a burrow speed of 4 and tremorsense 6.  
● Cold: You get a swim speed of 12. Any time you are subject to unwilling movement, you can instead shift that distance. 
● Fire: Your speed increases by 4, and your initiative score for this encounter increases by +4.
● Lightning: You can teleport 4 as a move action. 
● Thunder: You get a fly speed of 8.",,,,,,,,,
,Discipline,Elemental Flux,Cascade of Elemental Wrath,"Each slash of your blade releases more and more eldritch power, overwhelming your enemies with the power of your strikes.",Attack,Daily,25,"Arcane, Flux, Weapon",Standard,Melee or Ranged,"weapon, one to three targets",,,Intelligence,AC,Three attacks. 2dW + Intelligence modifier damage. You can change your flux energy before each attack. ,,,,,,,,,,,
,Discipline,Elemental Flux,Elemental Vortex,A whirling vortex of elemental energy engulfs your foe just as your blade lands.,Attack,Daily,25,"Arcane, Conjuration, Flux, Weapon",Standard,Near,"burst 1, all creatures",,,Intelligence,AC,3dW + Intelligence modifier [flux] damage. ,,"You conjure a Medium flux vortex in an adjacent square, which lasts till the end of the encounter. Once per turn, you can shunt the vortex up to 6 squares as a swift action. At the end of each of your turns, including the turn in which the vortex was created, enemies adjacent to the vortex demon take 3d10 [flux] damage.",,,,,,,,,
,Discipline,Elemental Flux,Zephyr Flux,"You may transmute your entire being into elemental energy and travel in the blink of an eye across the battlefield, leaving a wake of devastation behind you.",Attack,Daily,25,"Arcane, Flux, Weapon",Standard,Melee or Ranged,"weapon, multiple targets",,,Intelligence,AC,3dW + Intelligence modifier [flux] damage.,,,"When you use this power, shift up to your speed. Make the attack against each enemy you are adjacent to at some point during your shift.",,,,,,,,
,Discipline,Elemental Flux,Eldritch Energy Hammer,You know how to destroy the bonds that hold magic together just as easily as you can forge them. ,Attack,Encounter,27,"Arcane, Flux, Weapon",Standard,Melee or Ranged,"weapon, one zone, summon or conjuration in range",,,Intelligence,Will (power’s user),"The conjuration or zone is destroyed, or the summon takes 5dW + Intelligence modifier [flux] damage. Enemies within the zone, or enemies within Near burst 3 of the summon (if destroyed) or conjuration are subject to a secondary attack.
*Secondary Attack:* Intelligence vs Will; 3dW + Intelligence modifier [flux] damage.",,,,,,,,,,,
,Discipline,Elemental Flux,Elemental Destruction Ring,"You whip the elements around you into a fury, then unleash the energy at all the foes who surround you.",Attack,Daily,29,"Arcane, Flux, Weapon, Zone",Standard,Near,"burst 3, all enemies",,,Intelligence,Fortitude,4dW + Intelligence modifier [flux] damage.,,"You have an aura 1, which persists until the end of your next turn. At the end of your turn, enemies within the aura experience an effect based on your flux: 
● Lightning: *Secondary Attack:* Intelligence vs Fortitude; the target is blinded until the end of your next turn.
● Acid: 10 acid damage, and the target is rattled until the end of your next turn. 
● Thunder: The target is knocked prone.
● Cold: The target is slowed until the end of your next turn.
● Fire: The target is dazed until the end of your next turn.  ",,,,,,,,Swift,The aura persists until the end of your next turn.
,Discipline,Elemental Flux,Strike of Elemental Devastation,You crush your opponents under a fierce magical assault.,Attack,Daily,29,"Arcane, Flux, Weapon",Standard,Melee or Ranged,"weapon, one target",,,Intelligence,AC,7dW + Intelligence modifier [flux] damage.,,All enemies within a number of squares of the target equal to your Constitution modifier gain vulnerability to [flux] 15.,,,,,,,,,
,Discipline,Frontline Fighting,Chapter,,,,0,,,,,,,,,,,,,,Strength,Constitution,Martial,Sylvan (class),"You are a knock-down, drag-out battler, happy to mix haymakers with weapon blows. ",,
,Discipline,Frontline Fighting,Rope-A-Dope,You confuse your enemy with one hand but strike fast with the other. You weave around your opponent in the confusion.,Attack,At-Will,1,"Martial, Weapon",Standard,Melee,"weapon, one creature",,,Strength,AC,"1dW + Strength modifier damage.
*Level 21:* 2dW + Strength modifier.",,Shift to any square adjacent to the target. You either push the target 1 square or shunt it into the square you just occupied.,,,,,,,,,
,Discipline,Frontline Fighting,Unbalancing Strike,A quick jab is better than a heavier thrust which can throw you off balance.,Attack,At-Will,1,"Martial, Weapon",Standard,Melee,"weapon, one creature",,,Strength,Fortitude,"1dW damage, and you gain combat advantage against the target until the end of your next turn.
*Level 21:* 2dW.",,,,,,,,,,,
,Discipline,Frontline Fighting,Full Sweep,"You spin around, attacking all targets around you.",Attack,Encounter,1,"Martial, Weapon",Standard,Near,"burst 1, all enemies you can see",,,Strength,AC,"1dW + Strength modifier damage, and the target is knocked prone and dazed until the start of your next turn.",,,,,,,,,,,
,Discipline,Frontline Fighting,Sudden Leap,You vault in the air and deliver a crippling blow from up high.,Attack,Encounter,1,"Martial, Weapon",Standard,Near,"burst 4 (minimum 3), one creature",,,Strength,AC,"1dW + Strength modifier damage, and you push the target one square. You shift into the square the target previously occupied.
If the target cannot be pushed, the target is knocked prone and you shift into the occupied square.",You shift to a square adjacent to the target.,,,,,,,,,,
,Discipline,Frontline Fighting,Best Defense is a Good Offense,"You strike when the enemy least suspects it, through an assumed impenetrable defense.",Attack,Daily,1,"Martial, Weapon",Counter,Melee,"weapon, the triggering enemy",,One enemy makes a melee attack against you.,Strength,AC,1dW + Strength modifier damage.,Half damage.,You gain a +3 power bonus to AC until the end of your next turn. This bonus applies to the triggering attack.,,,,,,,,,
,Discipline,Frontline Fighting,Insult to Injury,A noble warrior doesn’t kick someone when they’re down. You’re not that noble.,Attack,Daily,1,"Martial, Weapon",Special,Melee,"weapon, the triggering enemy",,One enemy is knocked prone.,Strength,AC,"2dW + Strength modifier damage, and the target is pushed 3 squares. If the target cannot be pushed 3 squares because of an obstruction, both the obstruction and the target take 1d6 + your Constitution modifier damage.","Half damage, and the target is not pushed.",,You can use this power as a swift action or a reaction.,,,,,,,,
,Discipline,Frontline Fighting,Redirection of Energy,You utilize the direction of your enemy’s attack injury into a counter-maneuver.,Utility,Encounter,2,Martial,Counter,Self,,,You are hit by a melee or ranged attack by an adjacent enemy.,,,,,You gain a +4 power bonus to AC and Reflex defense against the attack. Shift to any other square adjacent to the target and gain combat advantage against the target until the end of your next turn.,,,,,,,,,
,Discipline,Frontline Fighting,Roll With It,"You take an injury and fall back, hoping to diminish the severity of the impact.",Utility,Encounter,2,Martial,Reaction,Self,,,You are hit by a melee or ranged attack.,,,,,"You shift 1 square away from the triggering attacker and only suffer 1 point of damage from the hit. If you cannot move away from the attacker, you may not use this power.",,,,,,,,,
,Discipline,Frontline Fighting,Adaptable Warrior,Being able to adapt to any situation is the mark of any master of the martial arts.,Attack,Encounter,3,"Martial, Weapon",Standard,Melee,"weapon, one or two creatures",,,Strength +1 vs AC (2 attacks) or Strength +4,AC (1 attack),1dW + Strength modifier damage.,,,,,,,,,,,
,Discipline,Frontline Fighting,Mistaken Aggravation,You might have misjudged this opponent. Time for a strategic withdrawal.,Attack,Encounter,3,"Martial, Weapon",Standard,Melee,"weapon, one creature",,,Strength,AC,1dW + Strength modifier damage.,,Shift your speed. You must take the most direct path away from the target.,,,,,,,,,
,Discipline,Frontline Fighting,Overreach Lunge,Your opponent thinks they are safe. Prove them wrong.,Attack,Encounter,3,"Consistent, Martial, Weapon",Standard,Melee,"weapon, one creature 1 square beyond your reach",,,Strength,AC,2dW + Strength modifier damage.,,Shift to any square adjacent to the target.,,,,,,,,,
,Discipline,Frontline Fighting,Flawless Victory,Your enemy is near defeat. Use all remaining reserves for a decisive win.,Attack,Daily,5,"Martial, Weapon",Standard,Melee,"weapon, one staggered enemy",,,Strength,AC,4dW + Strength modifier damage.,Half damage.,"If the attack does not drop the target to 0 hit points or fewer, you grant combat advantage to the target until the end of your next turn. If the target hits you before the start of your next turn, you grant combat advantage until the end of your following turn.",,,,,,,,,
,Discipline,Frontline Fighting,Hip Throw,You and your opponent are in a clinch. You utilize leverage and superior balance to toss your enemy down. ,Attack,Daily,5,"Martial, Weapon",Standard,Melee,"weapon (unarmed), one creature",,,Strength,Reflex,"3dW + Strength modifier damage, and you shunt the target 3 squares, knock it prone and daze it until the end of your next turn.","Half damage, and you shunt the target 3 squares.",,,,,,,,,,
,Discipline,Frontline Fighting,Smack-Attack,Your opponent rushes you. You direct their energy past you.,Utility,Daily,6,Martial,Counter,Self,,,A creature hits you with a melee attack.,,,,,"The attack misses. Shift to any square adjacent to the triggering attacker, and it grants you combat advantage until the end of your next turn.",,,,,,,,,
,Discipline,Frontline Fighting,Consequential Attack,"You throw yourself to such a degree into the attack, you leave yourself vulnerable.",Attack,Encounter,7,"Consistent, Martial, Weapon",Standard,Melee,"weapon, one creature 1 square beyond your reach",,,Strength,AC,3dW + Strength modifier damage + Constitution modifier.,,"Regardless if you hit, you grant combat advantage to all enemies until the start of your next turn.",,,,,,,,,
